科目コード,部門コード,PJコード,4月,5月,6月,7月,8月,9月,10月,11月,12月,1月,2月,3月
4100,S02,PJ002,642974,322489,537080,657102,686713,225668,594727,339554,821028,465695,568282,831122
1000,D01,PJ003,485856,278132,492657,566069,529217,353665,482213,458062,559212,422650,839790,736831
2000,D02,,980162,333117,323019,751580,340135,752064,929051,353184,819111,204114,624382,177832
3000,S01,PJ001,555780,150491,647422,327544,872534,978196,320048,606548,430279,377524,901228,728904
4000,S02,PJ002,139432,867237,836733,352338,133443,718799,150640,985591,159620,702675,527950,445039
4100,D01,PJ003,646481,651147,941798,850933,509835,559843,413397,163507,367034,496910,590845,141151
1000,D02,,976248,575061,226966,647462,990139,162374,206945,307683,811097,881544,629465,463916
2000,S01,PJ001,303627,945507,225952,594383,139957,255492,980599,137207,533964,262182,711777,579672
3000,S02,PJ002,755018,593934,159633,199166,554031,238073,695646,333680,914321,757282,905969,957982
4000,D01,PJ003,489015,938387,988921,465472,863937,429482,393796,767631,436318,667336,807615,898907
4100,D02,,825092,568568,476261,535792,625109,765229,409378,354464,868128,624530,641490,682530
1000,S01,PJ001,959280,168512,880913,155836,752396,244704,986807,248599,978285,427269,178980,246768
2000,S02,PJ002,474135,280270,169178,629678,557656,901709,982795,751510,533026,955762,186907,843791
3000,D01,PJ003,136215,446006,148414,894019,198637,484050,876166,203030,424471,942054,126154,183021
4000,D02,,192161,737300,427733,442040,469558,764997,438895,126272,403194,560978,125178,387579
4100,S01,PJ001,558649,722969,170047,406301,219571,649614,812033,821094,543015,475308,142003,352312
1000,S02,PJ002,500250,769429,693897,993395,126982,928549,772316,719379,230456,482143,897932,854242
2000,D01,PJ003,297317,921375,848836,701189,843932,509206,463710,782631,602480,354811,507611,586624
3000,D02,,929374,398838,706408,574273,720041,352654,317537,135358,961149,420385,808459,738373
4000,S01,PJ001,655822,924141,658550,445669,136431,146690,666315,835730,606991,217169,522709,618256
4100,S02,PJ002,162373,422522,146248,100954,432855,592822,862529,137516,656280,329733,826077,365785
1000,D01,PJ003,478418,136611,241596,199165,942019,618753,132412,709344,679299,954331,585827,311294
2000,D02,,486946,298260,513746,556539,460168,764314,772448,169563,509192,874401,181326,653373
3000,S01,PJ001,175721,350151,336613,699691,824013,750823,896031,517136,370552,494180,404962,477821
4000,S02,PJ002,760955,439649,233891,954485,162443,204116,244215,525785,554738,646568,759802,301243
4100,D01,PJ003,702322,591755,895212,247867,528661,616486,539774,222087,197141,497325,705176,675260
1000,D02,,195486,950867,530397,235549,787125,173706,906034,691402,506133,972242,168114,296975
2000,S01,PJ001,132294,755846,361778,784761,305097,177465,970648,331301,162157,652395,763787,832648
3000,S02,PJ002,995887,157629,236468,430214,213986,285165,280765,456715,993106,520598,493728,318946
4000,D01,PJ003,307850,405069,105258,446222,132131,920119,223905,769997,296082,529165,434409,410358
4100,D02,,699225,615471,809431,217060,590468,570772,968644,882333,725206,210497,833214,445319
1000,S01,PJ001,574050,702845,965538,310068,184974,195022,530107,932810,635132,462662,778086,398141
2000,S02,PJ002,818191,715515,922646,761587,382412,384463,308448,121277,747274,245246,299925,452354
3000,D01,PJ003,356052,667300,951742,540581,506812,330418,561049,655463,155220,837690,967902,519267
4000,D02,,369148,214360,850710,841871,597703,780516,948920,606769,100242,936658,535720,250169
4100,S01,PJ001,109393,934742,688424,292225,836232,810139,211845,509040,321849,113027,281443,363303
1000,S02,PJ002,553005,463996,610701,645901,704655,668046,965489,401006,827483,488261,545606,401283
2000,D01,PJ003,411701,673479,238747,307569,507792,690009,789935,646165,534241,773994,833955,324450
3000,D02,,387572,893360,772074,320382,391695,895261,449988,158570,154498,285874,197058,432248
4000,S01,PJ001,605772,975420,911830,465714,592490,869497,442898,983999,605817,159319,215645,959480
4100,S02,PJ002,879214,635362,125223,559683,457351,929266,981379,442750,453047,202909,563745,753665
1000,D01,PJ003,411517,644821,663168,909319,840484,597157,975013,112888,732098,819115,723975,320304
2000,D02,,996137,900105,370062,791867,997307,516623,185364,607008,635459,980080,867174,644973
3000,S01,PJ001,135383,284051,587973,442959,216526,448064,442471,768943,953465,549200,839415,552119
4000,S02,PJ002,475103,665958,501637,305583,653167,596213,326370,343417,460423,961439,207495,881876
4100,D01,PJ003,457834,774107,163968,636809,616481,355015,558356,850269,854496,131829,886596,100327
1000,D02,,461895,736083,376804,139014,833671,607581,226429,412588,393192,291431,656568,500086
2000,S01,PJ001,107231,310286,720328,419456,494208,565397,798080,839515,306221,157342,797441,495950
3000,S02,PJ002,627115,345251,129373,377805,649421,114113,606288,146742,427227,173106,482882,767924
4000,D01,PJ003,197845,883204,239300,623645,253072,763099,210908,896340,679681,701465,441906,949658
4100,D02,,577611,269474,240764,480312,194178,419992,737295,600812,791158,132741,103203,193242
1000,S01,PJ001,842702,662555,361632,425332,193049,617867,463161,993545,196858,262440,837426,449000
2000,S02,PJ002,550713,417634,612715,878267,590794,623527,202687,235522,984224,302432,397096,401802
3000,D01,PJ003,603824,800492,634676,782615,777522,173817,182317,898037,401966,549336,848984,900164
4000,D02,,133212,800753,214054,891721,304438,992378,572198,986955,347098,774844,908153,556016
4100,S01,PJ001,289806,513289,196394,282117,184389,834326,143881,512594,732138,106764,834493,396223
1000,S02,PJ002,482590,933546,542598,958469,738196,109449,687390,640794,823396,610314,927428,425509
2000,D01,PJ003,341630,998573,692421,424711,269929,281502,427719,690601,441178,117341,515219,842664
3000,D02,,858186,207899,425633,273883,776981,785367,350641,349583,825695,176663,347152,814561
4000,S01,PJ001,907189,224209,552449,232766,331804,797305,214506,463429,658918,412976,554095,835841
4100,S02,PJ002,105868,670724,299066,408006,800299,508278,413023,695732,755172,766580,240369,169484
1000,D01,PJ003,822635,445178,637712,263181,628686,289783,659673,852909,178332,740919,722656,801504
2000,D02,,438549,833940,370455,470003,849146,145927,820490,582264,397656,533233,582625,196236
3000,S01,PJ001,536986,393475,522804,823335,231573,554169,195160,795088,672199,484135,979398,285615
4000,S02,PJ002,859671,973195,532982,910268,560405,182259,941898,983095,494443,816560,424951,624870
4100,D01,PJ003,759623,589353,558528,519049,322696,144871,302376,881183,754649,529420,175814,693169
1000,D02,,591045,208445,904372,226845,555857,714131,527211,980542,647930,980622,778895,612608
2000,S01,PJ001,835557,601555,833212,494502,916446,929696,969734,610881,794996,295366,308715,548366
3000,S02,PJ002,672584,471595,798378,498144,699692,412832,981672,459769,945782,354505,390003,823847
4000,D01,PJ003,141975,162514,439366,700753,841805,546656,169078,344439,979532,899832,963628,543786
4100,D02,,985287,253059,140720,435347,892614,842081,805854,918547,470770,403566,904326,177850
1000,S01,PJ001,928125,996729,294496,670047,820786,629095,466937,921568,183144,440879,161015,215480
2000,S02,PJ002,236287,255787,308893,677054,729571,366863,535655,834375,243672,782855,332437,628406
3000,D01,PJ003,796080,508485,841861,601332,483129,187297,566508,673920,230201,980120,837059,955708
4000,D02,,692139,837239,275345,324414,563294,459459,912768,807254,670358,678276,670322,566631
4100,S01,PJ001,619495,169222,570500,298291,898599,993673,234432,887525,133908,950133,644168,781860
1000,S02,PJ002,610800,575899,265774,785605,496230,222978,759742,344626,538752,269999,748347,572874
2000,D01,PJ003,173036,467868,286228,622381,792784,842128,949559,628953,630648,196296,482858,842047
3000,D02,,411871,709049,859810,969458,566486,415018,628975,719547,925475,267333,100161,616687
4000,S01,PJ001,506559,637031,842906,936273,875893,324760,568840,811178,559349,366351,907367,594577
4100,S02,PJ002,343598,440285,478812,518050,559473,448296,298161,801006,645121,914550,594499,510302
1000,D01,PJ003,655766,745972,200797,946301,763242,707227,782845,877602,851623,190429,923741,753844
2000,D02,,194750,136145,512578,115941,912349,177221,715585,782041,689349,606015,323223,305801
3000,S01,PJ001,794143,367314,855676,807907,674312,390780,220883,481052,724922,159339,971291,182594
4000,S02,PJ002,239757,754629,993755,732594,554733,153345,611408,123189,127742,159113,961159,768215
4100,D01,PJ003,150248,652903,235087,457699,774847,841934,844386,671589,639787,142708,881362,627564
1000,D02,,216040,335370,532707,491162,472951,975242,167610,413322,199668,451656,860443,750649
2000,S01,PJ001,933507,964679,976214,996336,947825,811664,265404,967989,762166,195195,220036,753228
3000,S02,PJ002,960652,539442,749452,641075,961942,886784,903312,887425,888886,817738,520842,636972
4000,D01,PJ003,390717,598931,970092,511213,932782,767606,181480,858493,992378,388215,769792,566562
4100,D02,,538411,815892,779721,319285,529309,863756,188773,725644,524879,353724,143181,581461
1000,S01,PJ001,421230,897053,163526,881861,266054,771959,518774,876928,259723,378552,923867,111660
2000,S02,PJ002,581019,258147,651702,158747,287340,716153,720709,850797,685634,634701,113528,821561
3000,D01,PJ003,347361,595433,425380,541995,306776,299342,443548,297012,902373,287005,680674,856353
4000,D02,,470957,557319,524039,509356,748355,442161,860151,892615,579618,719857,472882,439437
4100,S01,PJ001,422352,755626,936012,317491,773713,800061,136400,719758,206669,893970,908493,552097
1000,S02,PJ002,872730,800879,823340,959527,416185,637761,165915,894602,112938,729908,682496,354607
2000,D01,PJ003,500246,962116,684543,288626,224728,399932,145546,741921,991811,780633,954005,830450
3000,D02,,531457,842816,212752,701853,576047,304084,921206,768306,952102,933181,710036,425420
4000,S01,PJ001,305685,505484,407045,855798,410353,907620,158228,657997,133288,793319,694553,104285
4100,S02,PJ002,125271,670532,962770,246179,318410,526875,536858,681287,765493,103890,348066,123278
1000,D01,PJ003,336759,943882,612662,711218,791792,889326,799775,698204,168388,852378,291555,672210
2000,D02,,431979,954524,331644,890819,448867,904950,428573,966588,813671,599147,561301,478020
3000,S01,PJ001,833217,844935,199114,640328,351786,923687,657443,935623,502033,510836,670632,383167
4000,S02,PJ002,600886,471232,465369,956582,892471,175629,972460,924241,352939,236089,953407,676225
4100,D01,PJ003,938669,834218,745281,491202,117996,420064,838034,767988,301855,722024,548185,586351
1000,D02,,819566,724559,322588,733633,379623,809105,808873,398455,611985,771590,839982,728858
2000,S01,PJ001,628151,739735,398249,873639,737633,947137,609730,766705,441415,196534,884330,795032
3000,S02,PJ002,797152,710030,311932,717998,387133,632754,150176,114114,889907,753926,358473,196307
4000,D01,PJ003,478464,976860,694702,454874,730695,409986,163876,947275,960424,766811,612100,351215
4100,D02,,734245,377633,885490,131257,362577,734906,910545,377715,407358,497434,884373,235158
1000,S01,PJ001,833346,214424,361864,100021,565111,330691,981305,241353,880546,199156,583900,810116
2000,S02,PJ002,837633,996854,152288,710112,136302,351514,184641,250996,544519,343371,748338,917637
3000,D01,PJ003,973248,101385,799392,323406,466563,455076,437465,132784,383868,554755,123460,430427
4000,D02,,598323,530920,338927,998262,841152,275620,677665,916745,635518,191679,803314,105181
4100,S01,PJ001,839170,556863,300943,589125,257343,111937,560585,844411,848662,596771,756498,936663
1000,S02,PJ002,694594,722935,499290,882992,223915,349806,705350,130414,267609,911708,526626,770071
2000,D01,PJ003,998511,959983,763392,516675,489499,297607,310418,963030,267077,174522,771237,342784
3000,D02,,484012,841842,813377,121621,966237,944773,963362,424454,568290,725010,687877,540077
4000,S01,PJ001,785686,625128,649077,926455,423496,400062,859447,225752,761828,693313,176677,117379
4100,S02,PJ002,321525,647852,359019,344057,592076,559170,737327,181819,510450,739340,520918,661582
1000,D01,PJ003,340829,140537,648892,608065,572756,213098,392745,613705,743213,766945,473778,522708
2000,D02,,959993,424051,260880,346596,549633,434473,568961,618480,868267,671450,345698,682798
3000,S01,PJ001,585258,528602,226474,722101,510047,244435,307909,785753,938537,275788,510042,667901
4000,S02,PJ002,501979,433672,849416,511925,915734,894574,909843,174995,907388,323781,364518,655913
4100,D01,PJ003,867573,452125,310064,891631,851793,630986,976643,314483,150781,939151,935397,942466
1000,D02,,369172,840929,477514,364037,858352,970987,271316,233456,394708,895130,359856,828357
2000,S01,PJ001,728727,679238,184534,280765,549873,456495,958603,524638,978719,523816,919864,276055
3000,S02,PJ002,115522,511508,647557,863947,948880,643340,470373,162068,828194,542513,175005,626982
4000,D01,PJ003,532698,967662,514370,215516,721207,321738,909994,802681,132769,363776,898187,957100
4100,D02,,891179,297999,264530,463457,768647,213198,561415,822403,565598,210881,817144,866013
1000,S01,PJ001,547975,537884,493052,174510,974443,863374,229520,140007,831950,457646,636259,390087
2000,S02,PJ002,460496,101360,320076,628100,261441,900374,336639,668796,430105,166614,197402,306309
3000,D01,PJ003,196443,114174,318571,224089,547495,548842,761678,307491,866792,167751,409533,727679
4000,D02,,816227,717852,220095,268230,122946,679458,262356,419629,816700,176013,882110,894951
4100,S01,PJ001,217585,258270,945117,135436,838542,331641,569435,820718,638116,637022,479142,910759
1000,S02,PJ002,297331,581572,712605,155473,716511,860058,610551,197219,988906,758676,188671,298324
2000,D01,PJ003,319595,369856,282956,921836,716908,321487,340405,480986,198336,233026,633474,562480
3000,D02,,637252,926744,153987,831977,479422,656667,517094,787921,467748,334336,621156,640504
4000,S01,PJ001,252379,707670,801099,453386,750100,642758,554865,191550,421358,877773,543591,226326
4100,S02,PJ002,778977,569015,305768,305762,879300,619776,381640,654818,811699,662904,100746,992409
1000,D01,PJ003,703933,230277,237157,366104,243740,672151,630193,723684,183406,862381,195779,603494
2000,D02,,884820,334042,759202,892436,618553,466682,669529,731751,825431,228018,255665,533828
3000,S01,PJ001,888688,413314,213139,712330,398357,530302,185562,915672,141636,417762,313588,704890
4000,S02,PJ002,882845,923438,863327,981064,789588,828861,465554,412949,254955,642685,292878,999516
4100,D01,PJ003,666692,944755,658657,293578,380168,655049,966489,150794,537104,493181,396795,131629
1000,D02,,130160,984866,571363,562542,633149,964468,150182,752596,366481,692416,880513,263069
2000,S01,PJ001,735519,824734,414166,787221,278378,821601,999590,720958,264840,251199,470834,244592
3000,S02,PJ002,764193,854786,786706,993194,524501,654771,574924,488082,776829,124600,193379,984656
4000,D01,PJ003,660030,759158,976798,538428,307195,494934,197330,378583,320144,813725,744124,216628
4100,D02,,422806,313005,688264,517670,274415,402363,585764,793335,997285,987977,741740,920364
1000,S01,PJ001,222332,393741,336625,448483,669751,213829,415309,917440,590889,865406,298904,798999
2000,S02,PJ002,304057,210746,786579,728465,782160,267446,345819,571734,567990,615129,339751,463072
3000,D01,PJ003,820937,962050,285414,391548,190287,544703,243241,757842,202789,180199,485498,455700
4000,D02,,825591,415725,118177,346931,374460,527529,775905,290506,217301,204803,947069,475578
4100,S01,PJ001,574945,295395,120585,634749,998665,991462,611456,223429,837962,321470,843557,801092
1000,S02,PJ002,484738,891183,992600,904594,469649,599690,566357,215255,377848,388700,468124,546230
2000,D01,PJ003,297414,386907,744154,363350,475534,986557,278834,982835,553792,307868,439714,618695
3000,D02,,371142,558073,880789,385865,309530,989391,788726,530895,821138,436231,528365,395876
4000,S01,PJ001,472837,293835,280303,419401,104382,631191,661092,313994,718861,647186,329401,954955
4100,S02,PJ002,664217,782344,964614,861441,907106,140362,677422,130039,815949,904033,907627,928854
1000,D01,PJ003,159905,378556,819378,641976,574826,898789,100300,881439,129256,880975,523812,148788
2000,D02,,647887,310390,460621,849672,964041,139829,657705,260591,258387,730581,834923,481130
3000,S01,PJ001,707847,819825,198285,223252,924125,340650,406410,240628,836166,410305,309567,880694
4000,S02,PJ002,823477,233796,250494,171081,222628,362478,135382,943247,650975,991060,154736,114664
4100,D01,PJ003,429213,760504,695456,293380,657164,746550,806731,667593,393199,475711,217025,803028
1000,D02,,236339,727914,407638,483130,823138,484849,157053,787417,476612,677884,689681,651903
2000,S01,PJ001,548856,349696,449690,868662,468827,651176,194264,949269,446249,507316,341170,380201
3000,S02,PJ002,802359,394367,902512,279201,976075,734373,628625,457214,776218,806194,400002,864941
4000,D01,PJ003,463665,128913,977533,431176,854894,677912,708564,111458,876088,152105,315836,484624
4100,D02,,211775,454370,247743,854964,973301,497948,282255,617275,867289,992423,128301,994939
1000,S01,PJ001,584272,605221,678121,761169,132678,917391,113288,130832,514694,930853,545566,145432
2000,S02,PJ002,637162,256902,766561,282266,927875,195465,646696,954491,817855,801247,779550,909740
3000,D01,PJ003,518983,531069,821570,985860,827504,852111,583044,702844,929791,183486,606870,108402
4000,D02,,265678,861489,640152,702102,370837,290249,764149,733979,900912,440930,642344,548893
4100,S01,PJ001,658783,223282,346329,385510,243662,874683,817894,281978,371245,499675,626943,287019
1000,S02,PJ002,774158,663105,896929,346760,708965,940749,495714,720833,785508,555000,696362,230885
2000,D01,PJ003,301944,743874,806737,282865,344197,980834,133254,667009,296126,564486,346579,712997
3000,D02,,382459,968994,728589,520293,634999,126910,379835,866819,222992,618027,496437,301836
4000,S01,PJ001,639589,274252,775052,923784,205516,313799,467492,299758,700999,146767,524094,824239
4100,S02,PJ002,689670,337230,408675,448138,171422,930546,692445,378419,321052,900848,791423,681883
1000,D01,PJ003,235643,465061,210649,980652,355601,898892,638673,850883,384564,507504,857572,200803
2000,D02,,473723,726322,967905,623831,141657,452869,929890,412991,927619,345692,451124,157287
3000,S01,PJ001,645151,219681,360734,478134,246103,685596,178634,784720,516281,671619,967219,855199
4000,S02,PJ002,525034,123056,985996,989793,645490,357564,229961,148168,357272,351057,362866,309010
4100,D01,PJ003,787941,136643,466587,562341,581266,636366,587410,462486,658015,597027,664088,726076
1000,D02,,101550,581901,792866,222005,234536,365458,397394,554791,737580,616341,966384,785919
2000,S01,PJ001,730641,643508,393953,675773,547709,268890,355683,996088,195310,121281,978714,243446
3000,S02,PJ002,155467,365204,937451,908208,859994,202882,186903,645360,716806,691151,400298,234797
4000,D01,PJ003,179721,365712,374491,100187,317791,688489,502697,128040,519445,486098,219961,135470
4100,D02,,310639,209241,636693,250128,892050,499890,611134,166800,389114,508706,827623,325249
1000,S01,PJ001,826922,766570,535889,312362,531280,131749,545562,462253,285210,920847,319664,847446
2000,S02,PJ002,361015,714002,188629,950135,798984,769246,814522,489844,447904,477193,196847,853637
3000,D01,PJ003,374131,470970,511416,620208,378147,410568,451466,493881,684342,205633,760666,438221
4000,D02,,892212,422943,517752,686500,157979,230633,241754,623154,244812,641665,600178,364124
4100,S01,PJ001,555592,894905,150070,996406,145302,550641,995730,160164,939349,186550,751479,395757
1000,S02,PJ002,857750,959103,714781,199280,453303,831257,487485,386515,839992,931546,269617,542083
2000,D01,PJ003,476143,467050,248149,707018,819353,967199,267139,356259,187098,730034,490496,832293
3000,D02,,660609,197248,249890,776183,580606,113843,971317,781286,934513,955821,982491,115207
4000,S01,PJ001,437966,772378,183083,240912,863209,184436,427872,819603,646199,217599,235747,401513
4100,S02,PJ002,879779,783792,234176,376150,794084,399842,482684,620343,132280,374883,742920,271860
1000,D01,PJ003,785088,854043,349856,110192,757224,123412,623171,842613,210387,192400,107270,830799
2000,D02,,605086,640615,488097,256932,263395,795573,178919,970072,482480,215597,857175,156342
3000,S01,PJ001,351277,858895,337989,789822,598830,916531,683900,131175,327547,208300,279944,284878
4000,S02,PJ002,286560,492739,727324,876138,770289,768825,225373,141479,175874,825923,779789,938837
4100,D01,PJ003,288830,459029,301093,100284,832142,279150,140576,128105,723145,261057,882796,329491
1000,D02,,803011,638408,359605,948650,586895,501592,836721,622062,604641,670534,552154,744985
2000,S01,PJ001,670867,184521,528871,805673,921000,577771,198527,530063,607475,209493,285269,792313
3000,S02,PJ002,636734,291839,118669,497034,838681,879766,106322,529315,868463,488548,795143,396212
4000,D01,PJ003,617071,157473,914530,719380,355542,397127,555500,546425,769233,245280,734949,743053
4100,D02,,286498,724456,687810,320063,455278,698976,939955,160222,448706,800201,814755,694240
1000,S01,PJ001,327107,189027,350384,871724,590048,477474,419391,663465,336398,145480,924642,540031
2000,S02,PJ002,597947,975763,454871,612256,830966,911953,134759,703108,215097,958167,548325,961035
3000,D01,PJ003,474346,507373,538600,795688,487893,904243,275212,896648,828477,829860,873849,684605
4000,D02,,419727,936692,767097,388173,116030,285689,521771,938895,797007,185789,307752,291472
4100,S01,PJ001,593823,560072,190147,143547,396468,227461,167814,950051,907349,299195,762818,948086
1000,S02,PJ002,280739,139737,296539,877517,537395,537252,342208,491518,564460,545262,423820,144684
2000,D01,PJ003,881704,438516,613134,608821,565007,200236,266840,434508,513699,923966,125746,798746
3000,D02,,506122,872413,223933,772055,466614,895788,647630,874152,505238,128914,108619,968305
4000,S01,PJ001,871951,741734,454090,592906,674575,147442,761566,549195,691086,955728,123812,737264
4100,S02,PJ002,971635,381324,901613,827325,449385,606216,612596,389204,953058,836435,102569,790081
1000,D01,PJ003,337163,679195,105282,578879,927164,661739,451264,529536,118502,678467,851714,353791
2000,D02,,755411,738745,918602,142142,539355,687827,515627,177315,617201,236787,232468,896983
3000,S01,PJ001,429696,326607,637363,265336,421508,476337,636625,790679,323124,450999,392612,656048
4000,S02,PJ002,675635,618883,284991,169481,824043,260928,594847,222422,251660,451294,222541,468810
4100,D01,PJ003,257627,766822,879261,294021,200794,420848,364826,873324,819359,177465,730027,260936
1000,D02,,900411,378696,906554,512545,186702,242090,266840,222664,890002,213638,636981,599638
2000,S01,PJ001,683819,676278,666038,639699,325233,195620,655824,196569,460901,693012,743292,376944
3000,S02,PJ002,814273,246799,569201,679000,473163,362309,983201,665561,933170,248138,961903,691362
4000,D01,PJ003,884703,781901,938387,481798,619186,478919,666434,529337,429494,647781,727741,819084
4100,D02,,788125,434536,631753,281493,118899,479404,824577,896348,426698,172954,934510,373060
1000,S01,PJ001,400482,495965,451411,850242,396053,194097,657042,861487,799754,172408,892831,337039
2000,S02,PJ002,127358,596382,677623,160652,586491,571226,680867,109753,177919,455207,695926,665150
3000,D01,PJ003,845758,312955,679394,841017,558599,841660,543638,427387,687029,778543,341016,136451
4000,D02,,303180,657179,772563,185750,228320,604227,231680,265687,342537,865721,570493,780042
4100,S01,PJ001,166032,764394,586343,512286,829117,967486,519945,889230,911849,389193,366723,857320
1000,S02,PJ002,692914,262400,921583,521501,930075,968196,850410,235705,391555,954939,525678,688647
2000,D01,PJ003,734139,730501,761715,507319,483866,712005,574517,132770,744902,729752,620650,498327
3000,D02,,199353,134243,333176,127716,567552,150219,234466,830606,733584,218645,627710,707801
4000,S01,PJ001,109548,776727,513767,481189,419513,119183,468007,861278,759868,269651,811314,962917
4100,S02,PJ002,911661,957133,933917,381831,968533,508754,878005,898499,737189,873765,699517,130703
1000,D01,PJ003,684249,714900,524702,936192,712590,468914,595480,494062,755568,761516,864363,188672
2000,D02,,368974,402542,887301,839102,383990,650501,928404,669502,136171,288122,327104,679051
3000,S01,PJ001,191081,920445,474251,338068,138575,427081,321285,374475,981724,910315,361173,160564
4000,S02,PJ002,263374,584905,757804,331767,138497,787105,509094,798212,773960,431781,192904,129220
4100,D01,PJ003,815607,212926,269263,637731,522548,192492,410399,468541,266930,842386,366564,773584
1000,D02,,261305,105156,889881,404613,724393,844990,838797,224647,926034,685979,926635,196356
2000,S01,PJ001,706297,875443,886145,406483,791583,449003,528453,196850,411560,559510,621981,458035
3000,S02,PJ002,105703,862690,119731,336265,747281,107655,334159,920261,184318,726655,270581,694548
4000,D01,PJ003,843759,632656,352956,865074,172948,339952,927837,918986,706429,923573,223566,937702
4100,D02,,971175,572481,209469,865370,231362,322640,630840,728006,628326,293254,381968,485345
1000,S01,PJ001,392032,792924,895806,313334,402459,783880,507880,793960,841266,797609,520618,124449
2000,S02,PJ002,242911,443674,377062,578760,586756,399714,411320,365186,428623,500125,493968,427999
3000,D01,PJ003,581868,251297,546640,359081,926163,527235,806916,880582,228448,426862,967427,122956
4000,D02,,461725,904425,944233,123344,939144,635415,355607,779018,464090,173512,172959,207910
4100,S01,PJ001,106968,407830,364708,324289,252470,492472,884532,230293,287540,135655,307250,173623
1000,S02,PJ002,591804,695794,820572,728617,355754,602478,567426,506809,419978,334360,976572,206807
2000,D01,PJ003,124770,936526,412968,500838,497526,510453,102931,506869,387684,444110,569450,198108
3000,D02,,971638,116528,414298,956403,376419,543295,493902,936801,322506,579273,823510,145629
4000,S01,PJ001,848051,852547,575232,963731,134975,675055,904728,739644,516122,538363,317541,122369
4100,S02,PJ002,422234,166442,938481,779292,931199,849171,907045,313034,979196,538342,420579,681498
1000,D01,PJ003,573738,276248,144207,751881,558766,838094,610225,749663,817049,941338,157801,933688
2000,D02,,788926,883261,177428,130787,611449,387957,560143,348091,233890,888913,175890,235838
3000,S01,PJ001,675065,741663,247813,746936,697069,195475,308296,808131,436359,924531,350861,652646
4000,S02,PJ002,943959,993113,755406,599080,587112,607932,434602,630264,760564,756973,187263,211706
4100,D01,PJ003,623356,193122,234503,718348,346615,149798,889536,882877,886962,282810,376500,962751
1000,D02,,262840,397236,494073,646059,649237,435871,629707,700277,122508,538625,650067,438328
2000,S01,PJ001,557058,482847,574635,265805,451138,868692,877583,911726,315787,157441,617099,298337
3000,S02,PJ002,201721,254326,813618,209789,804936,168519,937513,751776,686295,817784,835526,226250
4000,D01,PJ003,334419,383934,628196,703443,218320,285180,282298,121041,803915,708297,336699,332104
4100,D02,,445700,974355,236602,550546,719271,139344,669908,442167,808746,755676,718171,668588
1000,S01,PJ001,994131,515957,471130,385911,417758,713735,264600,358862,494775,217964,910216,995163
2000,S02,PJ002,502679,894918,751056,370226,571970,252123,161180,388147,505094,628701,732760,360422
3000,D01,PJ003,658296,408686,898981,755051,390689,407912,177621,527187,517964,555020,423149,987636
4000,D02,,437169,176473,687567,109282,918259,596334,934548,774562,971768,480141,104942,164124
4100,S01,PJ001,968179,859157,822901,415497,242809,928601,967685,166038,318744,783129,321246,299103
1000,S02,PJ002,841036,534579,658417,420506,307978,171906,148859,213996,544386,347160,738960,752666
2000,D01,PJ003,882969,978785,455816,592900,423389,859487,276669,922264,611547,824488,639768,179900
3000,D02,,669800,403411,491761,489773,734670,994460,917930,632105,112840,734723,249931,461464
4000,S01,PJ001,840598,441182,506327,873857,662853,517635,686317,400216,396953,928370,686945,520356
4100,S02,PJ002,107658,870704,864734,272465,859716,849975,666856,418378,990690,667074,149779,488453
1000,D01,PJ003,592387,490444,435159,249220,279572,918956,693363,158578,338668,563181,868433,253390
2000,D02,,252143,931817,861538,909046,990861,468489,589130,221378,733184,292862,882729,939034
3000,S01,PJ001,781683,951702,123389,146097,620819,523277,484933,575612,413114,407508,332577,558789
4000,S02,PJ002,611235,293507,984141,867136,871969,930023,802532,234180,975004,806715,192318,147374
4100,D01,PJ003,620023,302047,143152,332340,164626,799498,993958,848844,235947,660969,752849,279370
1000,D02,,768196,424132,168688,562812,773475,561837,852854,861771,172734,732486,916664,493942
2000,S01,PJ001,819357,246236,665197,640451,456660,555045,621870,531056,380392,134293,160257,484680
3000,S02,PJ002,347242,163341,408114,619314,802578,194606,460767,453456,379114,213881,296950,737073
4000,D01,PJ003,583217,639631,808985,270672,817187,655854,823106,944277,659431,871925,501355,699361
4100,D02,,234384,962959,448468,295830,948611,932824,920102,896861,512014,371708,137328,653548
1000,S01,PJ001,846206,531060,502456,327559,280584,265289,672741,517907,517293,121633,376047,566177
2000,S02,PJ002,527839,683823,481930,909380,547074,465909,174494,585005,747678,592586,135268,468366
3000,D01,PJ003,459061,851898,984871,410048,429260,811304,949186,253593,514534,390915,454708,330841
4000,D02,,322334,657674,876072,457032,376918,968127,524788,906569,713450,227992,542593,413575
4100,S01,PJ001,657474,577311,460592,683865,408134,588040,434101,212368,684746,347630,834965,411145
1000,S02,PJ002,302005,268294,429978,518220,429566,517780,866393,606266,484653,303572,260879,847538
2000,D01,PJ003,921054,550173,198703,416596,189654,257307,159481,248126,123352,682353,493042,609289
3000,D02,,763310,558008,201260,557725,309423,575244,299588,678500,292342,815562,146104,336256
4000,S01,PJ001,583415,551012,587706,300635,483627,502816,751008,561398,739049,923507,574676,830309
4100,S02,PJ002,174399,586617,840268,383596,970565,449031,563862,865989,866134,366783,518507,277356
1000,D01,PJ003,963683,979821,417383,536016,591591,990805,804243,275142,371495,759341,104257,520837
2000,D02,,282384,865969,207046,377983,404720,811880,499680,709977,393364,406432,235602,911483
